studentFeedback;Sentiment
Invertimos mucho tiempo en un ramo que si bien tiene importancia en la carrera pero mas importante son los otros ramos y con tanto trabajo e informes que nos lleva este ramo nos queda poco tiempo para el resto de la carrera;1
Excelente;2
Seco;2
Bastante exigencia y rigurosidad que dan paso a un mejor aprendizaje;2
No da los contenidos para las pruebas o toma la prueba con contenidos incompletos;0
buen docente;2
Decir que es buen profesor es poco Es un excelente docente y persono aplica;2
Buen Profe;2
excelente profesora;2
Exelente profesor;2
El profesor Rodrigo es muy aplicado y nos explica muy bien es excelente docente;2
Muy satisfecho con el trato a los estudiantes y siempre dispuesta a ayudarnos;2
la pia es demasiao relax y eso es muy muy bkn;2
buen docente excelente dominio de tema;2
Creo que es un buen docente pero en lo persono aplical no le entiendo la mayor parte del tiempo y no es por que l no maneje los contenidos si no por que aveces es desordeno aplicado y enredado para exponer la materia;1
bueno aplica profe sabe harto exigente y empatica algo atemorizante al principio pero no aplicaaaaa;2
Buen profesor responde mis dudas siempre y con humor lo cual alegra el estar ahi A pesar de las varias horas casi sin parar de clases siemore esta de humor para responde;2
Bueno aplica docente;2
Agradecido del contenido y dudas resueltas;2
Es uno aplica profesora dedicada con su trabajo proactiva;2
profesor llevado a su idea y cree que lo sabe todo con un ego muy alto;0
es uno aplica excelente profesora entiende a los alumnos si tenemos dudas las aclara;2
La mejor profesora de la vida Gracias Duoc por tener esta docente que explica tan bien;2
Muy buen profe;2
no muestra mucho dominio en la materia y falta de tolerancia a la critica;0
El profesor no se hace respetar y no hace callar a los alumnos mientras el expone;1
Un gran docente que explica muy bien la materia;2
Buen profe;2
Bueno;2
Excelente en su clase;2
AGUANTE PROFEE;2
Me encanta como explica;2
Excelente profesor;2
excelente servicio;2
excelente profesor muy gratas sus clases y promueve que los alumnos se interesen en sus clases y que busquen el desarrollo a lo largo de toda la carrera;2
hola;2
Excelente profesor;2
Excelente profesor explica los contenidos con claridad y si tiene que explicar veces lo hace;2
buen comunicador;2
buen profe;2
buen profe;2
Se pierde demasiado al explicar un ejemplo y al momento de hacer eso pierdo el interes en su clase;1
Excelente docente;2
No es mal profesor pero se enreda y nos enreda mucho en el momento de pedir tareas y entregas;1
Deben elimino aplicar estos cursos solo se pierde el tiempo;0
Buen Profesor;2
Explica la materia de uno aplica forma facil de entender y refuerza los ejercicios de uno aplica muy bueno aplica manera;2
Deberia haber uno aplica retroalimentacion de contenidos;2
el mejor profe;2
excelente profesor;2
Es muy bueno aplica profesora yaque explica con claridad muchos de temas pero deberia ser mas estricta a la hora de dejar afuera a estudiantes o hacer callarlos;2
the better;2
Muy bien aclara bien las dudas;2
Fue muy estricto al principio incluso un tanto pesado pero a lo largo del semestre se fue soltando;2
Buen profe;2
Encuentro que es segunda vez que tengo que evaluar mal a un profesor mas encima al mismo que ya en alguno aplica oportunidad evalue mal no tiene docencia en este momento llevamos un mes pidiendo las ppt de las clases y aun no manda todo y tenemos prueba la prox semano aplica esos juegos de socrative tan subjetivos y que mas encima tienen nota encuentro que realmente es muy mal profe sabe mucho pero como docente deja demaciadoooooooo que desear;0
Buen profesor respetuoso seco en la materia;2
Muy bueno aplica profesora muy bueno aplica dispocision ante dudas muy detallista y eso se agradece a estas alturas de la carrera;2
buen profesor;2
realiza bueno aplicas clases y sabe mucho sobre el tema mantiene uno aplica bueno aplica clase;1
excelente profesora ayuda a sus alumnos a respondes las dudas e inquietudes;2
Muy bueno aplica;2
Excelente profesora muy comprometida con el aprendizaje del alumno;2
Clases motivadoras y entretenidas;2
muy estricta y a la defensiva con ella misma pensando que los alumnos se burlan de ella cuando no es asi;1
excelente profesora;2
El unico problemas es que es muy lento;2
excelente profesor explica la materia a su manera pero se entiende perfectamente bien;2
uno aplica excelente profesora;2
Excelente;2
el mejor profe de todas las sedes de duoc juntas;2
Excelente profesor;2
muy buen profesor;2
Es uno aplica gran profesora la mejor de enfermeria;2
Buen profesor;2
excelente servicio;2
la profesora domino aplica muy bien el area lo que si deberian incluir ramos de negocios ya que nos hace falta para asi vender muestras propias aplicaciones y charlas ademas el ava cuando nos manda evualuaciones es deficiente en marcar las respuestas ya que no se muestra con claridad si estan bueno aplicas o alguno aplicas veces no guarda las preguntas en deficiente en esa parte el ava en este ramo;2
La mejor profesora;2
muy filosofico y debate con los estudiantes para entregar un conocimiento mas exacto;2
Es uno aplica bueno aplica profesora debido a que su ramo no requiere tanta complejidad y es didactico me alegra que se pasen estas materias en duoc;2
Siempre dispuesta a responder dudas sobre la materia explica muy bien los contenidos del libro;2
muy didactica y lleva su materia de manera divertida y facil;2
Muy buen profesor y explica muy bien;2
muy buen profesor responde las dudas en todas las parte del instituto;2
Todo muy bien excepto por el ruido que se permite en las pruebas;2
excelente;2
bueno aplicakdaoshd;2
Muy Claro en sus explicaciones y siempre dispuesto a resolver dudas en el momento en que se necesita;2
Le falta explicar mejor las clases ya que a veces no se le entiende;2
excelente docente;2
muy buen profesor;2
Nice profe best profe delen un premio;2
buen profe;2
maravilloso siempre accesible y explica bien;2
Excelente educadora;2
bueno aplica;1
Sabe;2
Excelente profesora;2
Muy deacuerdo;2
Buen profe con amplio manejo del idioma ingles Y siempre dispuesto a resolver nuestras preguntas;2
Muy simpatica en algunos casos la profe;2
Excelente docente pone orden en clase el volumen de su voz hace que despierten todos los que vamos medios dormidos a clase;2
Demuestra un descontento al hace clases;0
Docente poco motivador;0
muy bueno aplica profesora;2
Muy bueno aplica profesora no aplicada que decir;2
Docente insentiva a pensar y poder resolver problemas con criterio de cada uno recomendado;2
muy lindo nombre Alejandro el nombre mas lindo del mundo mundial;2
Excelente docente sus clases son dino aplicamicas entretenidas y claras;2
Su disposicion lo hace ser un profesor muy accesible y eso se agradece;2
Tiene muchos conocimientos y domino aplica muy bien el contenido ademas que las clases son muy entretenidas;2
exelente;2
Excelente profesor;2
no aplicada que decir excelente profe;2
Excelente profesora;2
En las clases pasa uno aplica materia y en las pruebas aparece otra totalmente diferente ya serian dos pruebas en las que pasa lo mismo y cuando alguien le dice algo se enoja Al momento de las pruebas los computadores se cierran y tenemos que empezar todo denuevo perdiendo nosotros tiempo valioso para realizar la prueba y cuando le decimos lo que le paso al computador su unica respuesta es que no es su problema siendo nosotros los perjudicados porque no es solo un computador que se cerro a casi toda la seccion le paso lo mismo y no es justo Si le preguntamos que materia entra en la prueba nos dice que va a entrar tal materia y resulta que despues en la prueba de las cinco materias que nos dijo que entrarian solo aparece uno aplica y las demas son comoletamente diferente a las que nos dijo que entrarian anteriormente Muy disgustado con el profesor;0
Tiene experiencia y se nota en clase;2
excelente profesora explica con mucha claridad los contenidos de las clases y los talleres;2
Muy bueno aplica profesora;2
wen profe;2
buen metodo de aprendizaje;2
bue profesor hay que saber quererlo;2
Es un excelente profesor sus clases son muy divertidas;2
EXCELLENT TEACHER MOJA TO HIS STUDENTS MARIA ELSA;2
Buen profe;2
Explixa exlente y datallado;2
Buen profe;2
excelente docente siempre dispuesto a resolver dudas o cualquier interrogante;2
Un excelente profesor;2
Excelente como ayudante y profesiono aplical;2
Deberian dar la prioridad al momento de toma de ramos a quienes estan tomando el ramo cuando lo estima la malla ya que hay gente que lo posterga y muchos de los alumnos nuevos que quieren tomarlo a tiempo no pueden por esto;2
es uno aplica excelente profesora explica super bien el contenido se dedica a repasar cada materia lo cual es un factor muy importante para nuestro conocimiento es muy simpatica;2
avanza muy poco en la materia;1
excelente profesora;2
bueno aplica onda el profe muy interesado en que aprendamos y en responder dudas;2
Bueno aplica Profe;2
me confundi con los nombre de profesor este docente no me hace esta asigno aplicatura;2
Un profesor de trato muy cordial y ameno se agradece tener un profesor asilas clases se hacen agradables;2
Docente irrazono aplicable;0
El profesor tiene un excelente dominio de softland;2
Excelente profesor;2
MUY BUEN PROFE EXCELENTE;2
hace la clases entretenidas eso se agradece y muchos material para aprender;2
Un excelente profesor;2
se lo merece todo;2
Asigno aplicatura sin sentido practicomal relleno;1
Muy bueno aplica profesora atenta a que todos aprendamos y persistente en que practiquemos aprendido en clases;2
agradable;1
muy buen docente;2
Excelente profesor;2
buen profesor didactico;2
aun no tengo las clases con el;2
buen profe;2
excelente profesora;2
Es uno aplica excelente profesora con paciencia y que se maneja en el tema pero le juega en contra la falta de liderazgo y orden en el taller por lo que en general resulta en estar siempre atrasados;1
El profe no vino a clases;0
No lo veo como un profesor sino como un maestro Un mentor;2
El se pierde aveces en sus propias ideas que plantea en clases provocando que varios alumnos queden con ideas muy abstractas de la materia pasada en clase es muy disperso al pasar la materia;1
good teacher she teaches clearly and precisely;2
su puntualidad y asistencia a clases no era la esperada el resto no aplicada que decir;0
Excelente profe;2
Sin duda es un docente que tiene un excelente manejo de los contenidos y sus clases siempre son un agrado;2
excelente profesor;2
Profesor siempre disponible para resolver dudas Clases claras;2
Excelente profesor;2
muy buen profesor explica los contenidos con claridad;2
Bien;2
Es un profesor que sabe mucho lo que hace;2
Excelente profesora;2
docentes como el necesita duoc;2
tkmmm;2
seco el profe;2
es buen profesor y aclara las dudas de los estudiantes;2
Excelente profesor siempre dispuesto a ayudar a los estudiantes;2
Muy bueno aplica profesora pero falta mejorar el tono con el que habla;2
Me parece bien que para este ramo traigan gente no aplicativa de USA paises de habla inglesa;2
excelente profesor gran dominio del tema y muy claro;2
Es claro al exponer los contenidos;1
bueno aplica docente muy enpatica;2
Bueno aplica profesora;2
Nunca revisamos la prueba;2
la amo es la mejor es uno aplica seca si no lo sabe lo averigua y apesar de que no es de vestuario se nota que estudia o trata de aprender de nuestro oficio;2
Demasiadas diapositivas y pocas informaciones que sean de utilidad recordables;0
Este docente realmente demuestra dominio sobre la asigno aplicatura;2
buen profesor;2
METALLLLL;2
Excelente el trabajo del docente;2
PROFESOR MUY CORRECTO PARTICIPATIVO CON LA CLASE Y MOTIVADOR GRACIAS;2
excelente docente;2
muy satisfecha de la profesora que es;2
Muy disperso para explicar los contenidos y aunque se le explica que cuesta comprenderle y sigue con la misma modalidad de explicacion quedando con problemas de aprendisaje en la asigno aplicatura;1
falta que duoc compre mas consolas ano aplicalogas;2
muy bueno aplica docente;2
Sabio crack;2
no pasa contenidos en clase se enoja con facilidad mal trato a los alumnos clases enteras solamente a criticar a los alumnos se va de la sala de clases etc;0
excelente profesor respetuoso y cercano a responder dudas;2
Muy bueno aplica;2
en alguno aplicas ocasiones la docente entrega mucha informacion de un mismo tema y al momento de la prueba uno tiene que saber muchos conceptos de memoria para luego encontrarse con terminos que tienes que tener suerte si te aprendiste ese concepto de memoria si no es asi se falla a las preguntas a responder;2
Sin observaciones;2
Excelente docente;2
Excelente profesor;2
Es un excelente profesor se dedica a explicar y aclarar las dudas de los alumnos y busca la forma adecuada para hacerlo;2
Excelente profesor;2
Muy bueno aplica docente;2
Excelente profesora muy amable y empatica;2
bueno aplica profesora solo que explica muy rapido y muchas veces no se entiende;2
Buen profe solo que habla un poco rapido;2
Resuelve las dudas con gran conocimiento;2
excelente profe;2
Muy buen profesor respetuoso con los estudiantes y explica bien la materia en clases;2
Seba mas en la chacota y no explica muy bn los contenido;0
es claro para la informacion;2
Buen profesor;2
Excelente;2
Excelente profesora y esta siempre disponible para ayudarnos y enviarnos informacion para estudiar;2
Excelente profesora se necesitan mas docentes como ella;2
excelente;2
excelente profesor;2
aunque no es su asigno aplicatura intenta de entregar herramientas para lograr llevar a cabo los contenidos;1
uno aplica excelente profesora permite el aprendizaje de manera ludica y siempre consiente de nuestras necesidades;2
Subir material de ayuda al ava Para reforzar la materia;2
no aplicada que agregar;2
Guapa;2
esta super bueno aplica la profe muy bueno aplica profe;2
Excelente profesora explica con claridad muy empatica;2
muy buen profesor;2
exelente profesora tienes un exelente dominio en su carreraes super Amable;2
Excelente docente siempre demuestra entusiasmo porque aprendamos;2
La mas crack de duoc;2
ESTE PROFESOR NO ME HACE CLASES;2
Seca la profesora Krstulovic excelente profesiono aplical y persono aplica;2
amazing teacher;2
excelente profesor con dominio de todo;2
dino aplicamica y entendible;2
muy buen profesor;2
buen profe;2
Me gusta como complementamos el teorico con el practico ademas las salidas a terreno que hemos hecho nos conecta mejor como curso y con el profesor;2
excelente profesor;2
Un profesor muy cachilupi;2
falta de tiempo para hacer los trabajos;2
Excelente profesor;2
profesor con mucho conocimiento pero demasiado irrespetuoso con sus alumnos;1
Impuntual y despreocupado;0
No me parece que este ramo deba ser presencial;1
ok;2
buen profe;2
uno aplica de las mejores profesoras que he tenido no aplicada que decir;2
Excelente entretenido dino aplicamico;2
No hubieron muchas clases de este ramo;1
solo uno aplica frase la mejor profesora;2
Excelente profesor lo mejor de Duoc UC propongo promoverlo a jefe de carrera;2
Gracias;0
Ningun comentario;2
bueno aplica profesora;2
Promueve el emprendimiento y motiva a continuar con las ideas;1
Mejor profe o mejor profe;2
El mejorsin duda alguno aplica;2
Muy bueno aplica profesora dispuesta a ayudar y aclarar todas las dudas e inquietudes del estudiante;2
Muy bueno aplica profe;2
muy buen profesor siempre atento y preocupado de nosotros;2
Un profesiono aplical muy sabio en lo que hace;2
lo mejor en softland y herramientas tecnologicas;2
Excelente profesora;2
Muy buen profesor;2
muy bueno para explicar;2
no aplicada;2
Muy buen docente siempre muy amable y respetuoso;2
Excelente docente;2
Es un excelente profesor como el del duoc;2
Mala profesora peor no creo que aya en este establecimientose burla de nosotros los estudiantes;0
Todo bien;2
Excelente profesora;2
buen docente;2
Se aprende mucho;2
Excelente docente satisfecho y orgulloso de tener clases con el;2
Hagan horarios de solo hora y media con ella horas de corrido es aburrido;0
Es muy claro al momento de explicar;2
excelente profesora genera un buen ambiente de trabajo y explica muy bien el contenido;2
El profesor se queda dormido durante su clase se expresa de forma poco clara y las preguntas las asume como ataques es un pesimo docente un curso que es fundamental no sirve para no aplicada debido a esto;0
Bueno aplica profesorabuen dominio de la asigno aplicatura;2
Es muy bueno el profe y tiene muy buen manejo del tema que dicta exelente;2
Muy buen profesor;2
Super comprensivo y justo El sr Mauricio es un excelente docente;2
buen profesor;2
Bueno aplica profesora tiene paciencia y siempre nos trae material extra de estudio;2
Buen profe;2
Falta dino aplicamismo Muy plano;2
Creo que sabe mucho sobre la carrera pero no del ramo designo aplicado en este caso;0
No revisa los trabajos;0
Buen aprendizaje y se nota que lo hace por vocacion;2
Es un buen profesor responde a todas nuestras dudas;2
Docente de un alto nivel siempre preocupada del aprendizaje de sus alumnos;2
muy buen docente;2
very good;2
bueno aplicas clases;2
Muy buen profesor cumple perfectamente su funciono aplicamiento y he podido aprender claramente todos los puntos de esta asigno aplicatura Bastante buen rendimiento;2
muy buen profesor;2
Grande Profe Cesar;2
Profesor es excelente matematico solo es muy enredado pero leempezamos a decir y ahora s etoma con poco mas de calma explicar sin embargo no me gsuta sus criterios de evaluacion son perjudiaciales no son objetivos y no muestra interes en querer cambiar o ano aplicalizar su forma de evaluar;1
Muy bueno aplica profesora;2
Me gusta pero me cuesta;1
Muy buen profesor explicase da el tiempo hasta que uno entienda todo muy bien;2
un pesimo profesor mal vocabulario utiliza palabras no adecuadas para el contexto se cree demaciado superior a sus alumnos y demas persono aplicas asi como tambien a sus colegas aporte para esta institucion;0
Excelente docente;2
Excelente profesora muy armoniosa y entretenida sus clases;2
LA AMOOOOO seca hermosa y promueve mucho amor;2
bueno aplica profesora muy interactiva;2
Lamejor profesora que se puede tener Siempre dispuesta a aclarar dudas con uno aplica sonrisa;2
asdaasd;2
esta dispuesta a resolver toda duda y ayuda por si sola a los alumnos;2
Muy buen profesor;2
excelente profesor;2
exigente pero buen docente;2
debe ser mas paciente;2
Buen profesor muy motivador;2
Profesor respetuoso un apersono aplica con mucha experiencia y gano aplicas de que el alumno aprenda;2
Excelente profesor muy dedicado con sus alumnos;2
Buen profesor muy claro al hacer la clase;2
She is very good teacher;2
excelente profesiono aplical;2
Es el mejor;2
Excelente docente;2
Muy bueno aplica docente;2
muy dino aplicamica la clase;2
El profesor inicio un tanto perdido de los contenidos de la asigno aplicatura a nivel de docente manejabas los contenidos pero no tenia claridad de lo que debia o como debia exponerlos es extranjero lo que provoco distintas situaciones de conflicto por su lenguaje a pesar de querer entregar los contenidos el por mucho tiempo no pudo acceder al AVA por tanto no manejaba a cabalidad los recursos que este instrumento tiene en general creo despues de todo este proceso fue duoc quien se equivoco en traer a un extranjero y no entregarles las herramientas que todos manejamos nos abriamos ahorrado hartas incertidumbres;0
Gran dominio de los temas planteados en el plan de estudio ayudando a los alumnos que poseen dudas al respecto y explicando de la mejor manera a cada uno;2
Es uno aplica excelente profesora en lo persono aplical a mi me cuestan mucho las matematicas y la profesora se da el tiempo de explicar hasta que todos queden claros con los contenidos ademas es dino aplicamica y participativa en sus clases;2
gracias;2
Me cuesta mucho entenderle y explica como si todos supieramos del area;0
Excelente docente;2
UN buen docente amable y muy humano;2
mas o menos;0
quisiera que fuera mi profesora en todos los ramos;2
profesora muy empatica;2
uno aplica profesora muy amorosa;2
deja las big mag sos grande;2
chapala la pachala;2
no aplicada que decir buen profesor y explica bien;2
buen profesor;1
Excelente Docente;2
Excelente Docente;2
Buen profesor;2
Profesor bastante diferente si bien su forma de explicar no es la mejor pero hace siempre el intento de que todos entendamos la materia ademas de ser muy gracioso;1
facil de entender;2
Excelente Docente;2
Falta dominio y no regalar notas a quienes no se lo merecen;0
Excelente profesora con interesantes maneras de hacer clases;2
Mejorar los ppts que sean mas claros;0
Excelente profesora diamantes para ella;2
Todo bien en general;2
Explica muy bien el contenido resuelve las dudas en clases y es genial esa seguridad que transmite al compartirnos sus conocimientos;2
Excelente profesora;2
Es un excelente profesor su manera de explicar y dominio del tema es perfecto la confianza y la forma de comunicarse con los alumnos es excelente siempre es respetuoso y muy gracioso En todos los aspectos un;2
la queremos profe;2
Exelente docente;2
excelente profesor;2
es un profesor que siempre esta preocupado del aprendizaje de sus estudiantes;2
Grande profe huenchual;2
UN GRANDE UN FIGURA WEREVER;2
Lo amo profe;2
Excelente profe;2
Gran maestra;2
Excelente profesor ojala se mantenga haciendo clases;2
Its a good person I havent had problems with him All right with him;2
No;1
Excelente profesora Se nota que le gusta lo que hace;2
estoy satisfecha y conforme con la asigno aplicatura y la profe;2
Responde las dudas siempre se nota que sabe mucho y se esfuerza por orientar a los alumnos a que aprendan y sean buenos profesiono aplicales;2
en todo el semestre ha hecho solo un par de dias de clases y relleno aplica con contenido online siento que no eh aprendido no aplicada pd asi se quejan de caucau;0
excelente profesora;2
La mejor profe de la vida;2
excelente profesor;2
buen profesor;2
Excelente profesora;1
siempre dispuesta a ayudar y resolver dudas;2
para empezar no hay problemas con la asigantura ya que de por si es necesario el auto estudio ya que no es facil explicar este tipo de materia;2
Le falta experiencia y un poco mas de paciencia;0
excelente profesor;2
Excelente profe y bueno aplica forma de aprendizaje;2
Excelente docente es cercano a los alumnos y alumno aplicas y resuelve cualquier duda o inquietud;2
excelente;2
Excelente profesor;2
tiene simpatia con los alumnos y explica bien el contenido de la materia;2
Tiende a ser uno aplica persono aplica depresiva;1
Excelente profesor;2
Excelente profesor muy profesiono aplical;2
Excelente profesora;2
Machine;2
excelente profesora de muestra dominio sobre el tema en clases;2
Excelente profe;2
muy bueno aplica profesora;2
Muy Buen profesor Amoroso;2
muy bueno aplica solo falta de materiales en buen estado en el taller;2
Buen profesor preocupado por responder todas las dudas;2
Buen profesor el unico problema es que todas sus clases habla de lo mismo lo que llega a ser cansador cuando tienes horas de clases consecutivas con el pero son ramos distintos esas tardes son agotadoras;0
Muy bueno aplica profesoratransmite un ambiente entretenido y respetuoso;2
Buen docente siempre atento a dudas que tengan los alumnos;2
muy bueno aplica profesora y tiene muy bueno aplica disposicion;2
Faltan mas profes como el con el mismo nivel de exigencia y rigurosidad que el aplica en sus clases;2
profesor que demuestra experticie en su ramo eso motiva a aprender con el;2
Excelente profesora;2
profe lo amo;2
Excelente profesor explica las clases de forma muy clara;2
Buen Profesor;2
Sin comentarios;1
Falto clases Y avisava MINUTOS ANTES;2
Excelente profesor;2
Se ah deteriorado como docente sus faltas en el aula son constante y como estudiantes nos atrasa bastante en los aprendizajes esperados;0
Un yogurazo;2
Muy Bueno aplica profesora;2
En los primeros minutos de clase le entiendo tooooodo pero todo djdjdj lo demas es solo practica pero con tan solo los primeros minutos se entiende todo;2
buen profesor;1
siento lo mismo con que con el profe solis deberia ser mas exigente y obligar a trabajar a los que no trabajan;2
sin comentarios;0
Muy bueno aplica profesora;2
excelente profesor muy bueno aplicas sus clases;2
buen docente pero le falta;2
excelente profesor no aplicada que decir muy gratas sus clases;2
Exelente profesora;2
Sabe como hace la clases entretenidas;1
Segunda vez con el profe y es un seco domino aplica varios temas D;2
bueno;2
tiene mucho conocimiento y sabe explicar dando ejemplos buen profesor;2
Very good;2
Excelente profesora;2
Excelente profesor;2
exlentes docentes;2
Estricto pero excelente docente;2
Bueno aplica profesora un poco seria en alguno aplicas de sus clases;1
es un buen profe;2
un excelente docente cuando uno tiene dudas las aclara y ayuda a mejorar al alumno en cuanto a lo persono aplical y educaciono aplical;2
Muchos bloques de clase;2
exelente profeciono aplical;2
Antes de las Pruebas debe realizar uno aplica Actividad de Repaso para la Prueba Tipo Prueba;2
Clases monotono aplicas en las que solo se limitan a leer el power point;0
faltaron mas clases guiadas con los estudiantes que aseguraran el aprendizaje de los mismos falto liderazgo para mantener un clima de estudio en el aula;0
Excelente maestra demuestra en cada clase el dominio de la materia y siempre muy disponible para que la clase sea exitosa;2
bueno aplica como profesora pero muy BIPOLARRRRRRRRR;1
Muy contenta con el profesor ya que explica muy bien y responde dudas las veces que se le pregunte;2
Un profesor ejemplar;2
malo;0
Buen docente solo mejorar algunos detalles respecto a los contenidos aprendidos aclarar de forma mas explicita contenidos que sean mas complejos;1
Buen profesor;2
Muy buen profesor;2
La profesora es excelente;2
excelente profesor;2
Excelente profesora me ayudo hasta fuera de clases con un proyecto persono aplical no aplicada que decir recomendada;2
Es bueno aplica profesora se le entiende la materia pero ahi cosas q debe mejorar pero es agradable las clases con ella;2
Posee un dominio sobre el tema Dejando en claro la materia la cual se esta pasando;2
se da el tiempo para responder dudas y es uno aplica bueno aplica profesora;2
Excelente profesiono aplical;2
Todo bien;2
ok;2
es muy complicado seguirle el hilo al profesor no se si no sera claro en su forma de explicar el contenido o se enreda mucho o es muy tecnico para dar sus clases me cuesta entenderle;0
Un muy buen docente despejo las dudas y nos brindo un punto de vista mas claro de como abordar el ramo y entender temas en los cuales no reparamos a diario;2
Muy bueno aplica docente siempre preocupada por su clase y entrega el apoyo para el correcto entendimiento de esta;2
Muy Bien;2
profesor muy completo y muy profesiono aplical buen sentido del humorcrea un buen ambiente de trabajo en clases bueno aplica voluntad para resolver dudas;2
Excelente Profesora Comprensiva Amable Responsable Utiliza Muy Bien Su Dominio Del Tema Ojalas Tener Nuevamente Clases Con Ella Es Muy Bueno aplica Profesora;2
clases muy fomes;0
Excelente profesora;2
Excelente profesor;2
Es un excelente docente;2
falta dino aplicamica en la clase solo dicta la materia y luego la explica limita la toma de apuntes;2
El docente en las clases explica detalladamente cada ejercicio hace que participe todo el curso y no tiene problemas en explicar desde cero cuando se le pide;2
Muy bueno aplica profesora y bastante exigente;2
Excelente Profesor ya vamos mejorando con respecto a los profe;2
Entrega uno aplica clase completa la cual se entiende;2
gran profesor;2
Excelente profesora;2
AVA Totalmente desactualizado programas repetidos actividades que hemos tenido que modificar para cuadrar la asigno aplicatura;2
Excelente profesor;2
Clase entretenida y proactiva;2
excelente profesora;2
Buenos conocimientos y siempre disponible para las dudas;2
mucho contendido y actividades en en un semestre tan corto;2
domino aplica muy bien los temas cuando hay dudas las responde;2
Quiero un set de timbres de star wars;2
es bueno aplica ptofe pero es muy arrogante;1
Es muy enredado para explicar es muy dificil para prestar atencion siempre habla de lo mismo y pasamos lo mismo como iptables f;0
son didacticas para pasar los contenidos en el aula;1
Maestrooo;2
Excelente maestra;2
excelente profe mucho manejo;2
muy buen profesor explica la materia se pone en el lugar de los alumnos hace que sea un agrado venir a clases aparte nos da trabajos de temas de la actualidad;2
Es un buen profesor;2
exelente;2
sabiooooo;2
Grande profe;2
Muy bueno aplica docente empatica dedicada y esforzada con respecto a su trabajo;2
Excelente profesiono aplical y profesora;2
Excelente profesor;2
Logra crear un buen ambiente de aprendizaje el cual nos brinda aprendizajes para crecer como docentes;2
Bueno aplica;2
Al profesor de falta practicar lo que predica un profesor de etica que no es tan eticamente correcto;1
Excelente profesor;2
excelente profesora lastima que la asigno aplicatura no es clave para mi carrera;1
Sin comentarios;2
excelente docente conocimientos claros dispuesta a resolver dudas bueno aplica llegada con los alumnos en resumen feliz con su clase;2
buen profesor explica super bien;2
El profesor expone bien sus clases;2
buen profe me ha ayudado mucho dentro y fuera de lo academico;2
Es un excelente profesor muy atento a las necesidades de los alumnos explica con claridad y responde las dudas todas las veces que sea necesario Felicitaciones al docente;2
buen profe demuestra sabiduria tranquilidad y flexibilidad en todos sus conocimientos;2
Buen profesor y disposicion de explicar en clases y fuera de esta;2
sus clases son fomes y no se entiende lo que explica;0
Dominio absoluto de la materia a impartir la cual fomenta en forma excelente mi formacion;2
is the best teacher of the duoc uc;2
Es irreemplazable y la mejor profe del mundo nunca cambie;2
buen profesor se maneja con la materia pero al momento de explicar no lo hace bien no se explica de manera clara;1
Muy bueno aplica profesora;2
Buen docente con muy buen dominio de los contenidos dispuesto aclarar cualquier duda y sobre todo muy respetuoso;2
EXENTE PROFESORA;2
Faltan mas clases donde se practique frances de forma oral;2
excelente profesora;2
Un poco latero a veces no obstante es un buen profesor;2
Profesor tiene mucho conocimiento pero no deja participar a los alumnos y las clases se vuelven catedras en vez de ser un poco mas practicas;0
excelente profesor;2
excelente profe;2
Exigente y dedicado;2
Seco en lo que hace no aplicada mas que agregar;2
Excelente servicio estrellas;2
Sin observaciones;2
Es un profesor que sabe mucho y le interesa que nosotros aprendamos eso es muy bueno aclara dudas etc;2
Muy buen profesor;2
El ava no sirve para no aplicada;2
Excelente docente;2
Sin comentarios;2
En general es uno aplica clase que cumple con sus objetivos y malla de estudio;2
bueno aplica profesora pero la clase es algo aburrida;2
es un docente que representa la imagen de duoc muy buen profesor;2
buen docente;2
la mejor;2
excelente profesor maneja todo el contenido aclara dudas en la clase espero poder tomar ranos con el el sgte semestre gracias;2
muy buen profesor;2
Excelente profesora;2
Exelente servicio estrellas;2
buen sistema de trabajo;2
Excelente profesor;2
Muy bueno aplica profesora Muy preocupada de que todos aprendan;2
me gusta los ejemplos que da en clases super comicos punto para el profesor;2
el docente necesita mayor manejo sobre la clase que imparte;0
excelente profesor y muy agradable con sus alumnos;2
Estoy conforme con el profesor;2
Excelente docente disponibilidad a resolver dudas y consultas;2
Falta dominio del tema;1
exelente AGUANTE EL PROFEEEEEE;2
Excelente profesora seca;2
Very nice teacher;2
Esta mejorando de a poco;2
me gustaria que nos hiciera dudar de nuestra existencia y desde ahi generar un dialogo antropologico;0
buen docente explica con claridad sus contenidos tiene bueno aplica disponibilidad y bueno aplica empatia con sus alumnos;2
No se utiliza mucho esa plataforma ya que tiene problemas con el ava al igual que varios de los alumnos;2
Excelente docente;2
se preocupa no solo de entregar la teoria si no que de aprender haciendo;2
Excelente profesora;2
Excelente profesor amigable y cercano con sus estudiantes;0
Muy bueno aplica docente;2
TWD;2
excelente profesor se ha portado supe bien pese a lo complicado de su ramo;2
Muy buen profe;2
Hay nomas;0
Excelente profesor;2
La profesora no maneja mucho el ramo;0
Muy bueno aplica profesora explica de muy forma para que tengamos claridad de la materia dispuesta a que aprendamos y a repetir con tal de que entendamos;2
tiene muchos conocimientos y explica bien muy buen profesor;2
no aplicada que agregar;2
Excelente profesor lleno de conocimientos y dispuesto a dar lo mejor en aprendizaje a sus alumnos;2
Excelente profesor;2
Se demora en entregar las notas y los porcentajes que estas valen;2
un buen profesor;2
Excelente profesor;2
